memberID,gender,age
1381893405,F,T
1381893560,M,M2
1381893620,F,F2
1381893890,M,T
1381893901,M,M2
1381893906,F,F3
1381893919,M,M3
1381893958,F,F3
1381894027,F,F1
1381894327,M,T
1381894455,M,M3
1381894492,M,T
1381894607,M,M2
1381894641,M,M2
1381894819,F,T
1381894824,F,F2
1381894949,F,F2
1381895021,F,F2
1381895116,F,T
1381895122,F,F3
1381895349,M,T
1381895433,F,F2
1381895447,F,F2
1381895598,F,F1
1381895680,F,F2
1381895898,F,F3
1381895928,F,F2
1381895952,M,M3
1381896002,M,M1
1381896272,F,F1
1381896556,M,M2
1381896751,F,F2
1381896807,M,M1
1381896820,F,F2
1381896958,F,F2
1381896976,F,F1
1381897004,M,M2
1381897015,M,T
1381897096,M,M3
1381897276,F,T
1381897525,F,F1
1381897825,F,F2
1381898100,F,F2
1381898229,M,M3
1381898260,F,F2
1381898397,F,F1
1381898829,F,F2
1381898905,M,M2
1381898967,M,M2
1381899208,M,T
1381899337,F,F2
1381899482,M,M2
1381899508,F,F1
1381899614,F,F1
1381899644,F,F1
1381899852,F,F2
1381899959,F,F1
1381899997,F,T
1381900159,M,M2
1381900323,F,F1
1381900369,F,F1
1381900398,M,M2
1381900508,M,M3
1381900629,F,F3
1381900743,F,F2
1381900840,F,F2
1381900861,F,F2
1381900932,F,F3
1381900998,M,M3
1381901142,F,F2
1381901152,M,M2
1381901222,F,T
1381901530,F,F2
1381901544,M,M1
1381901659,F,F2
1381901669,F,F3
1381901736,F,F1
1381902014,F,F2
1381902222,M,M2
1381902334,M,M1
1381902516,M,M1
1381902574,M,T
1381902840,M,T
1381902985,M,M2
1381903072,F,F3
1381903191,F,F3
1381903209,F,F3
1381903304,F,F2
1381903321,M,T
1381903602,M,M2
1381903619,M,M3
1381903875,M,M2
1381904150,M,M2
1381904221,M,M3
1381904556,M,M1
1381904788,F,T
1381904899,F,F2
1381905133,F,F2
1381905220,M,M3
1381905387,M,T
1381905643,M,M2
1381905845,M,T
1381905876,M,T
1381906154,M,M3
1381906327,F,F2
1381906394,M,M1
1381906614,M,M1
1381906679,F,F3
1381906718,F,F2
1381906822,M,M2
1381906935,F,F2
1381907030,M,M1
1381907147,F,F2
1381907415,F,F2
1381907418,F,F2
1381907468,M,M3
1381907606,M,M3
1381907937,F,F1
1381907970,F,T
1381907978,M,T
1381907979,F,T
1381907990,M,M2
1381908206,F,F2
1381908398,F,F3
1381908566,F,F2
1381908665,M,M3
1381908669,M,M1
1381908783,F,F1
1381908823,M,M2
1381909179,M,M1
1381909229,M,T
1381909445,M,T
1381909498,F,F1
1381909606,F,F2
1381909614,F,F2
1381909837,F,F2
1381909922,F,F1
1381909964,M,M3
1381910026,M,T
1381910048,M,M1
1381910148,F,F3
1381910177,M,M1
1381910187,F,F2
1381910550,F,F3
1381910633,M,T
1381910659,F,F3
1381910728,F,F2
1381910738,F,F2
1381910743,M,M3
1381910832,M,M2
1381910922,F,F2
1381911076,M,T
1381911162,F,F1
1381911458,F,F2
1381911703,F,F1
1381911815,M,M3
1381911850,F,T
1381912024,F,F2
1381912070,F,F2
1381912147,M,M3
1381912152,M,M3
1381912161,F,F3
1381912165,M,M3
1381912263,F,F3
1381912535,F,F2
1381912559,F,F3
1381912635,F,F2
1381912668,M,M3
1381912945,M,M1
1381912998,F,F1
1381913156,M,M3
1381913362,F,F2
1381913380,F,T
1381913432,M,M2
1381913585,M,M1
1381913606,F,F2
1381913741,M,M3
1381913760,M,M3
1381914063,M,M1
1381914388,M,T
1381914577,F,F1
1381914680,F,F2
1381915039,M,M2
1381915122,M,T
1381915320,F,F2
1381915539,F,F1
1381915612,M,T
1381915920,F,F2
1381915939,F,F2
1381916424,M,M1
1381916553,M,M2
1381916580,M,T
1381916615,F,F2
1381916680,F,F3
1381916774,F,F2
1381916844,F,F2
1381916916,F,F2
1381917097,F,F2
1381917142,F,T
1381917279,F,F2
1381917319,F,F3
1381917519,F,F1
1381917676,F,F3
1381917994,F,T
1381918183,F,F2
1381918209,M,M2
1381918226,M,T
1381918229,M,M3
1381918371,M,M3
1381918594,F,F3
1381918839,F,F1
1381918880,M,M1
1381919215,M,M3
1381919365,M,T
1381919519,M,M2
1381919608,F,F2
1381919706,M,M1
1381919831,M,M2
1381919861,M,M2
1381919902,F,F2
1381920215,F,T
1381920245,M,M2
1381920313,F,F2
1381920581,F,F2
1381920628,M,M3
1381920757,F,F3
1381920923,M,M3
1381921017,M,T
1381921079,M,M2
1381921218,M,M2
1381921230,M,T
1381921313,F,F2
1381921345,M,T
1381921445,F,F3
1381921455,F,F1
1381921458,F,F2
1381921478,M,M2
1381921743,F,F1
1381921810,F,F1
1381921820,F,F2
1381921861,F,T
1381921892,F,F2
1381922177,M,T
1381922245,M,M2
1381922319,F,F2
1381922370,M,M2
1381922558,F,F2
1381922762,F,T
1381922964,M,T
1381923019,F,F2
1381923047,F,F2
1381923117,M,T
1381923133,M,T
1381923326,M,M2
1381923469,F,F3
1381923488,M,T
1381923701,F,F1
1381924017,M,M2
1381924095,F,F3
1381924542,M,T
1381925251,F,F2
1381925299,M,M2
1381925384,M,M2
1381925392,M,M2
1381925497,F,F2
1381925694,M,T
1381926005,F,F2
1381926019,F,T
1381926125,M,M2
1381926177,M,T
1381926223,F,F2
1381926323,F,F2
1381926348,F,F2
1381926396,M,T
1381926400,F,T
1381926401,M,M2
1381926581,M,T
1381926622,F,T
1381926795,F,T
1381926821,F,F3
1381926905,M,M2
1381926985,F,T
1381927039,F,F2
1381927144,M,T
1381927225,F,F2
1381927649,F,F2
1381927821,M,M3
1381928436,M,M2
1381928664,M,M2
1381928745,F,F2
1381928782,F,F2
1381928825,M,M2
1381929079,F,F2
1381929113,M,M1
1381929161,M,M2
1381929291,F,F1
1381929309,F,F3
1381929356,M,M2
1381929542,M,M1
1381929637,F,F1
1381929690,M,M2
1381929897,M,T
1381930250,M,M2
1381930390,F,T
1381930456,M,M2
1381930467,M,M2
1381930500,M,M2
1381930528,F,F2
1381930557,F,F1
1381930793,M,M1
1381930824,M,M1
1381931153,M,T
1381931237,F,F2
1381931359,F,F2
1381931649,F,F2
1381931656,M,T
1381931728,F,F1
1381931833,M,M1
1381931912,M,M3
1381931985,F,T
1381932098,M,M1
1381932226,M,M3
1381932305,M,T
1381932481,M,T
1381932564,F,F1
1381932639,M,T
1381932750,F,T
1381932754,F,F3
1381932792,M,T
1381932832,M,M2
1381933053,M,T
1381933063,F,F2
1381933073,M,M2
1381933387,F,F2
1381933565,F,T
1381933688,F,F2
1381933690,F,F3
1381933754,F,F1
1381933797,F,F2
1381933910,F,F1
1381933921,F,F2
1381933990,M,M2
1381934182,F,F2
1381934260,F,F3
1381934360,F,F2
1381934808,F,T
1381934866,F,F3
1381935063,M,M2
1381935108,M,M1
1381935255,M,M2
1381935293,M,M3
1381935374,F,F1
1381935427,M,M2
1381935462,M,M1
1381935490,M,T
1381935541,F,F3
1381935584,F,F2
1381935600,M,M2
1381935828,F,F3
1381935859,F,F3
1381935898,F,F1
1381936161,F,T
1381936240,M,M1
1381936294,F,F1
1381936358,M,M3
1381936428,M,M2
1381936447,M,M3
1381936538,M,M2
1381936590,F,F2
1381936658,F,F2
1381936818,F,F2
1381936820,F,F3
1381937212,F,F1
1381937321,M,T
1381937506,M,M1
1381937815,F,F1
1381938054,F,T
1381938090,F,F2
1381938128,F,T
1381938227,F,F2
1381938242,F,F3
1381938353,M,T
1381938383,F,F3
1381938446,F,F2
1381938517,F,F2
1381938542,F,F2
1381938698,F,F2
1381938760,M,M1
1381938819,F,F1
1381938956,F,F1
1381939341,M,T
1381939372,F,T
1381939416,M,T
1381939536,F,F3
1381939602,F,F3
1381939650,F,F2
1381939682,F,F3
1381939701,M,M1
1381939739,F,T
1381939776,F,F3
1381939798,M,M3
1381939831,M,T
1381939891,F,F2
1381940004,F,F2
1381940359,M,T
1381940390,M,M2
1381940595,M,M3
1381940952,F,T
1381941013,F,F3
1381941028,F,F2
1381941070,M,M2
1381941182,F,F2
1381941253,F,F2
1381941277,M,T
1381941345,F,F3
1381941505,F,F2
1381941775,M,T
1381941777,M,M2
1381941801,F,F2
1381941994,M,M2
1381942118,F,F2
1381942141,F,T
1381942143,F,T
1381942290,F,F2
1381942344,M,M2
1381942625,M,M2
1381942688,F,F1
1381942806,F,F3
1381942853,M,T
1381942964,M,T
1381942997,M,T
1381943039,F,F1
1381943203,F,F1
1381943236,M,T
1381943265,F,T
1381943307,F,F3
1381943379,F,F3
1381943390,F,F1
1381943462,M,T
1381943482,F,F2
1381943514,M,T
1381943536,M,M1
1381943604,F,F2
1381943620,M,M3
1381943638,F,T
1381943752,F,F2
1381943813,F,F2
1381943844,M,T
1381943922,F,T
1381943953,F,T
1381944076,M,M1
1381944102,F,F2
1381944224,M,M3
1381944311,M,T
1381944729,F,F2
1381944752,F,F2
1381944816,F,F2
1381944957,F,F1
1381945010,M,T
1381945179,M,M3
1381945244,F,T
1381945392,F,F1
1381945684,F,F2
1381945691,M,M1
1381945800,F,F1
1381945815,F,F2
1381945849,M,M3
1381945896,F,T
1381946163,F,F2
1381946395,F,T
1381946497,M,M2
1381946588,F,F2
1381946866,F,T
1381947133,F,T
1381947193,M,M2
1381947295,F,F1
1381947489,F,F3
1381947673,F,F3
1381947744,F,F2
1381947887,F,F1
1381948047,F,F1
1381948127,M,M2
1381948359,F,F2
1381948382,F,F2
1381948600,F,F2
1381948714,M,M3
1381948870,M,T
1381949044,M,M2
1381949315,M,M2
1381949505,M,M2
1381949526,F,T
1381949796,F,F2
1381949815,M,T
1381950237,F,F3
1381950326,F,F2
1381950359,M,T
1381950708,M,M3
1381950728,F,F2
1381950814,M,M2
1381950829,F,F1
1381951133,F,F1
1381951222,M,M2
1381951250,F,F3
1381951302,F,F3
1381951375,M,M1
1381951430,F,F2
1381951493,M,M1
1381951815,F,F3
1381951915,F,F2
1381952006,F,F2
1381952068,F,F3
1381952102,M,M2
1381952343,F,F2
1381952359,M,M2
1381952391,M,T
1381952478,M,M1
1381952512,F,F1
1381952638,F,F2
1381952673,M,M2
1381952731,M,M2
1381952895,M,T
1381953173,F,F2
1381953462,F,F2
1381953704,M,M3
1381953773,M,M2
1381953970,M,M2
1381954055,M,M2
1381954169,F,F3
1381954356,M,M3
1381954393,F,F3
1381954772,F,F3
1381954802,F,F1
1381954954,F,F1
1381955312,M,M2
1381955377,M,M1
1381955385,M,M2
1381955411,F,F1
1381955432,F,F2
1381955555,F,F2
1381955654,M,M3
1381955721,F,F1
1381955747,M,M2
1381955768,F,F2
1381955794,F,T
1381955826,F,F3
1381955926,M,T
1381956136,F,F2
1381956250,F,F1
1381956356,M,M1
1381956431,M,M2
1381956474,M,M3
1381956579,F,T
1381956856,F,F2
1381956978,F,F2
1381957086,F,F1
1381957476,F,T
1381957679,F,F2
1381958000,F,F2
1381958032,F,F2
1381958103,F,F2
1381958192,M,M2
1381958266,F,F2
1381958488,F,T
1381958600,F,F1
1381958632,F,F3
1381958814,M,M2
1381958853,F,F2
1381958886,F,F2
1381959098,F,F3
1381959133,M,M2
1381959158,M,T
1381959195,M,M1
1381959202,F,F3
1381959211,F,F1
1381959279,M,T
1381959312,F,F2
1381959387,F,T
1381959403,M,M2
1381959487,M,M2
1381959520,M,T
1381959530,M,M2
1381959537,F,T
1381959589,M,T
1381959642,F,T
1381959674,F,T
1381959694,M,M3
1381959776,M,M2
1381959995,F,T
1381960001,M,M3
1381960110,M,M1
1381960789,F,F2
1381960990,M,M1
1381961038,F,F3
1381961070,F,F1
1381961098,F,F3
1381961111,F,T
1381961306,M,M2
1381961481,M,M2
1381961707,M,M2
1381961728,F,F2
1381961756,M,T
1381961848,M,M3
1381962063,F,F1
1381962286,F,F2
1381962415,F,T
1381962697,M,T
1381963003,F,F1
1381963051,F,T
1381963152,M,T
1381963212,M,T
1381963426,F,T
1381963871,F,F3
1381964448,F,F2
1381964583,M,M3
1381964626,M,M1
1381964750,F,F2
1381964824,F,F3
1381964834,F,F3
1381964900,M,M1
1381965002,M,M1
1381965222,F,T
1381965260,M,M3
1381965341,F,F2
1381965345,M,M3
1381965751,M,M1
1381965813,F,F2
1381965898,F,F3
1381965899,M,T
1381965945,F,F1
1381966008,F,F2
1381966237,F,F2
1381966353,F,F3
1381966386,F,T
1381966538,F,F3
1381966586,F,T
1381966595,F,F1
1381966900,M,T
1381967247,F,F1
1381967287,M,M2
1381967527,F,F3
1381967540,F,T
1381967726,F,F3
1381967773,F,F2
1381967952,M,M2
1381967984,M,M3
1381968072,F,F3
1381968111,M,M2
1381968118,M,M1
1381968359,F,F2
1381968380,F,F3
1381968442,M,M1
1381968493,M,M2
1381968539,M,M3
1381968875,M,M1
1381968933,F,T
1381968962,M,M3
1381969041,F,F2
1381969076,F,F2
1381969212,F,F2
1381969216,F,F1
1381969271,F,F2
1381969415,F,F2
1381969553,F,F1
1381969711,F,F2
1381970137,F,F2
1381970251,F,F1
1381970293,F,F2
1381970382,F,F2
1381970393,F,T
1381970414,F,F3
1381970434,F,F3
1381970496,M,T
1381970548,F,F3
1381970630,F,F3
1381970680,F,T
1381970707,M,M3
1381970736,F,F3
1381970846,F,F3
1381970905,M,M2
1381970936,F,F3
1381970965,F,F1
1381970974,M,M1
1381971075,M,T
1381971285,F,F1
1381971407,M,M1
1381971443,F,F2
1381971557,F,F3
1381971595,M,M1
1381971644,M,M2
1381971901,M,T
1381972035,M,T
1381972060,M,M3
1381972138,F,F3
1381972651,M,T
1381972713,F,F2
1381972809,F,F2
1381972961,F,F2
1381973178,F,F1
1381973206,F,T
1381973296,M,T
1381973562,F,F3
1381973600,M,T
1381973613,M,M1
1381973892,M,M1
1381973927,F,T
1381974085,M,T
1381974146,F,F1
1381974541,M,M2
1381974571,M,M2
1381974784,F,F1
1381974904,M,M1
1381974935,F,T
1381974939,M,M1
1381974940,M,M2
1381975428,F,F1
1381975496,F,T
1381975566,M,M2
1381975807,F,F2
1381976025,F,F2
1381976036,M,M2
1381976089,F,F2
1381976241,F,F2
1381976376,F,F2
1381976382,M,M2
1381976394,F,T
1381976668,F,T
1381976699,F,F2
1381976722,M,T
1381976752,M,M1
1381976776,M,T
1381976795,F,F2
1381977410,M,M3
1381977477,F,F1
1381977562,F,T
1381977725,F,F1
1381977730,F,F2
1381977854,M,M2
1381978043,M,M2
1381978278,F,F3
1381978300,F,F2
1381978390,F,F3
1381978507,M,M2
1381978523,F,F3
1381978622,M,T
1381978632,F,F1
1381978903,F,F2
1381979262,M,M2
1381979301,F,F1
1381979469,M,M2
1381979532,M,T
1381979631,F,F2
1381979932,F,F3
1381979948,M,M1
1381979996,M,T
1381980093,F,F2
1381980170,M,M1
1381980249,M,M3
1381980296,M,T
1381980325,F,F3
1381980505,F,F2
1381980511,M,M2
1381980535,M,M2
1381980570,F,F2
1381980629,F,F2
1381980727,M,M3
1381980758,F,F1
1381980873,M,T
1381980943,M,T
1381980951,M,M2
1381981042,M,M1
1381981062,F,F1
1381981077,M,M3
1381981204,M,M2
1381981386,F,F1
1381981616,M,T
1381981789,M,T
1381981934,M,M2
1381981977,F,F2
1381982165,F,F3
1381982176,F,F1
1381982216,F,F2
1381982297,M,M1
1381982303,F,F2
1381982430,M,T
1381982437,M,M3
1381982647,F,F2
1381982767,M,T
1381982778,F,F3
1381982804,F,F3
1381983051,M,M2
1381983062,M,M2
1381983266,F,F3
1381983360,F,F2
1381983434,F,F2
1381983437,F,F3
1381983615,M,T
1381983633,M,T
1381983661,F,F2
1381983751,F,T
1381983782,F,F2
1381984163,F,F2
1381984293,F,F2
1381984378,F,F3
1381984402,F,F3
1381984516,M,T
1381984566,F,F1
1381984635,F,T
1381984761,F,T
1381984827,F,F1
1381984956,F,T
1381985040,F,F1
1381985134,F,F2
1381985243,F,F2
1381985259,M,M2
1381985324,F,F3
1381985376,F,F1
1381985427,F,F3
1381985442,F,F3
1381985443,F,F1
1381985451,F,F2
1381985668,M,M1
1381985700,F,F2
1381985733,F,F2
1381986024,M,M1
1381986212,M,T
1381986272,F,F1
1381986327,F,F1
1381986375,M,M2
1381986807,F,T
1381986968,F,F2
1381986978,F,F3
1381987377,F,F1
1381987419,F,F2
1381987574,M,M1
1381987663,M,M2
1381987728,F,F2
1381987824,M,T
1381987912,M,T
1381987982,M,M2
1381988023,M,M1
1381988051,F,F2
1381988227,F,F2
1381988530,F,F1
1381988657,M,M3
1381988678,F,T
1381988779,F,F1
1381988792,F,F2
1381989126,M,M1
1381989144,F,F3
1381989381,F,F3
1381989642,F,T
1381989729,F,F2
1381989840,F,F3
1381989884,M,M3
1381989909,F,F3
1381990260,F,T
1381990340,M,M2
1381990403,F,F2
1381990517,M,M3
1381990691,F,F1
1381990722,F,F1
1381990799,F,F1
1381990827,M,M1
1381990944,M,M3
1381991002,F,F3
1381991017,F,F1
1381991084,F,F2
1381991194,M,M2
1381991215,F,F3
1381991374,F,F3
1381991418,M,M2
1381991469,F,F2
1381991654,F,F1
1381991655,M,M3
1381991694,F,T
1381991784,M,M2
1381991848,F,T
1381991880,M,M1
1381991985,F,T
1381992101,F,F2
1381992142,F,F2
1381992283,F,F2
1381992375,F,T
1381992455,F,F2
1381992609,M,T
1381992612,F,F1
1381992678,F,T
1381992767,F,F2
1381992791,F,F2
1381992958,M,T
1381992971,M,M3
1381992986,F,F3
1381993014,M,M1
1381993125,M,M2
1381993158,F,F1
1381993393,F,T
1381993475,F,F1
1381993538,M,M2
1381993574,M,M2
1381993724,M,M1
1381994111,M,M1
1381994163,M,T
1381994187,M,M2
1381994190,M,T
1381994253,F,F3
1381994269,F,F1
1381994437,F,F2
1381994590,F,F1
1381994711,M,M3
1381994815,F,F2
1381995039,M,M1
1381995078,M,M3
1381995496,M,M1
1381996233,M,T
1381996379,F,F2
1381996452,M,M2
1381996572,M,T
1381996626,F,F2
1381996635,F,F3
1381996754,F,F1
1381996833,F,F2
1381996939,M,T
1381997050,M,T
1381997347,F,T
1381997391,F,T
1381997401,M,M2
1381997485,M,M3
1381997745,M,M1
1381997775,M,M1
1381997890,M,T
1381997906,F,F2
1381997939,M,M3
1381998001,F,F2
1381998047,F,F1
1381998074,M,M1
1381998156,F,T
1381998183,M,M3
1381998337,M,T
1381998499,F,F2
1381998717,M,M2
1381998721,F,F2
1381998724,M,T
1381998820,M,M2
1381998884,M,M3
1381999154,M,M1
1381999206,M,M1
1381999236,M,M2
1381999307,M,M3
1381999339,F,T
1381999407,M,M2
1381999503,F,F1
1381999694,M,M2
1381999767,F,F1
1381999777,F,F1
1381999840,M,M2
1382000063,M,M1
1382000332,F,F2
1382000345,F,F2
1382000417,F,F1
1382000560,M,M2
1382000596,F,T
1382000656,F,F1
1382000747,M,M1
1382000800,F,F3
1382000807,M,T
1382000852,F,F1
1382000906,F,F3
1382000968,M,M2
1382001073,F,T
1382001092,F,F1
1382001146,M,M2
1382001207,F,T
1382001231,F,F2
1382001369,M,M2
1382001772,F,F1
1382001820,F,F2
1382001993,M,M2
1382002080,F,F3
1382002180,M,T
1382002320,F,F1
1382002333,F,T
1382002365,F,F2
1382002393,F,F2
1382002475,M,T
1382002569,F,F1
1382002591,F,F1
1382002614,M,M3
1382002627,M,M1
1382002699,F,F3
1382002721,F,F1
1382002895,M,M2
1382002916,M,M2
1382002993,F,F2
1382003034,F,F2
1382003116,M,M1
1382003207,M,M3
1382003217,F,T
1382003276,M,M2
1382003300,F,F2
1382003494,F,F2
1382003578,F,T
1382003634,M,M1
1382003754,F,F3
1382003756,F,F1
1382003913,F,T
1382003949,F,F2
1382004056,M,M3
1382004111,F,F2
1382004181,F,F2
1382004229,M,T
1382004287,F,F1
1382004304,F,F2
1382004307,M,M2
1382004589,M,M2
1382004705,F,F3
1382004745,F,F1
1382004899,M,M3
1382005122,M,M1
1382005178,F,F2
1382005232,F,F2
1382005267,M,M1
1382005355,M,M2
1382005593,F,F2
1382005615,F,F1
1382005825,M,M3
1382005850,M,M2
1382006205,F,F2
1382006216,F,F2
1382006329,F,F2
1382006372,M,M2
1382006405,F,T
1382006590,F,F1
1382006751,F,F2
1382006787,F,F3
1382007023,F,F1
1382007044,F,F1
1382007309,F,F2
1382007417,F,F1
1382007533,F,F1
1382007641,F,F3
1382007822,F,T
1382007898,F,F1
1382007965,F,F1
1382008281,F,T
1382008468,M,M2
1382008489,F,F3
1382008522,F,F2
1382008720,M,M2
1382008728,F,F1
1382008929,F,T
1382008962,F,F2
1382009114,M,M2
1382009120,M,M1
1382009152,M,M2
1382009161,F,F2
1382009170,F,F3
1382009184,M,M1
1382009234,F,T
1382009412,F,F3
1382009523,F,F2
1382009647,M,T
1382009794,M,M2
1382009852,M,M3
1382009861,F,F2
1382009889,F,T
1382009942,F,F1
1382010259,M,M1
1382010300,F,F1
1382010352,M,M2
1382010515,M,M2
1382010527,F,F1
1382010741,M,M1
1382011034,F,F2
1382011043,F,F2
1382011225,F,F2
1382011230,F,F3
1382011318,F,F3
1382011588,F,F2
1382011635,F,T
1382011688,M,M1
1382011699,M,M1
1382011742,M,M2
1382011780,M,T
1382011884,M,M1
1382011984,F,F1
1382012163,M,M2
1382012623,M,M1
1382012821,F,F1
1382012901,M,M3
1382013283,F,F2
1382013411,M,M1
1382013419,F,T
1382013433,F,F1
1382013470,F,T
1382013489,F,F2
1382013542,F,F2
1382013582,F,F2
1382013849,M,M3
1382014011,F,F2
1382014351,F,F2
1382014567,F,F1
1382014588,F,F1
1382014625,F,T
1382014835,M,T
1382014958,F,F2
1382014982,M,M2
1382015011,M,M3
1382015045,F,T
1382015062,M,T
1382015649,F,F2
1382015809,F,F1
1382015949,F,F1
1382016298,F,F1
1382016399,F,T
1382016567,M,M3
1382016601,M,M2
1382016960,M,T
1382017002,F,F2
1382017067,M,M3
1382017225,M,M2
1382017322,M,T
1382017492,M,M2
1382017541,M,M1
1382017616,F,T
1382017653,F,F3
1382017663,F,F1
1382017775,M,M2
1382017779,F,T
1382017846,F,F1
1382017909,M,M1
1382017944,M,M2
1382018081,M,M2
1382018278,M,T
1382018495,M,T
1382018569,F,F2
1382018630,M,M1
1382018655,F,F2
1382018797,F,T
1382018800,F,T
1382018825,M,M1
1382018850,M,M3
1382018865,F,T
1382019037,F,T
1382019063,F,F2
1382019512,F,F3
1382019909,F,F2
1382020185,F,F2
1382020188,F,F3
1382020266,F,F3
1382020626,F,F2
1382020814,F,T
1382020895,F,F3
1382020919,F,T
1382020973,F,F1
1382021016,F,F1
1382021019,F,F1
1382021107,M,M1
1382021149,F,F1
1382021154,F,F2
1382021269,M,T
1382021429,M,T
1382021492,F,T
1382021524,F,T
1382021581,M,M3
1382021668,F,F1
1382021715,F,F2
1382021794,M,T
1382021814,F,F1
1382021837,M,M1
1382022187,F,F2
1382022406,F,F2
1382023221,M,M2
1382023505,F,F3
1382023520,F,F1
1382023580,F,T
1382023592,F,F3
1382023955,F,F3
1382024127,M,T
1382024191,F,F1
1382024263,F,F3
1382024640,F,F2
1382024914,F,T
1382024915,F,F1
1382024925,M,M3
1382025063,M,M1
1382025350,M,T
1382025427,F,T
1382025664,M,M3
1382026101,F,F1
1382026146,F,T
1382026291,M,M2
1382026307,F,F2
1382026358,M,M2
1382026439,F,T
1382026645,F,F2
1382026654,F,F2
1382026702,M,M2
1382026729,F,F3
1382026861,M,M3
1382026927,M,M2
1382026931,F,F1
1382026933,M,M3
1382027029,F,F1
1382027048,F,F3
1382027144,M,M1
1382027325,M,M2
1382027555,M,M1
1382027556,F,F3
1382027655,F,T
1382027694,F,T
1382027710,F,F2
1382027773,F,F3
1382027774,F,F2
1382027818,M,M2
1382027862,F,F2
1382028420,F,F2
1382028496,M,M3
1382028843,M,T
1382028868,M,M1
1382028995,F,F3
1382029006,M,M3
1382029140,F,F3
1382029218,F,F2
1382029301,M,M2
1382029356,F,F2
1382029391,M,T
1382029458,F,T
1382029563,F,F3
1382029854,F,F2
1382030110,F,F1
1382030727,F,F1
1382030981,F,F2
1382031197,M,M1
1382031242,F,F2
1382031552,F,F2
1382031652,F,F2
1382031930,F,F2
1382031989,F,T
1382032111,M,M2
1382032127,F,T
1382032177,M,T
1382032189,F,F1
1382032412,F,F1
1382032767,M,M3
1382033161,M,M3
1382033466,M,T
1382033631,M,M2
1382033726,M,M1
1382033781,M,M2
1382033857,F,F2
1382033943,F,F1
1382033984,M,M1
1382034135,F,F2
1382034213,M,T
1382034488,M,T
1382034494,M,M2
1382034534,F,F2
1382034675,F,F3
1382035010,F,F2
1382035165,F,F3
1382035169,F,F3
1382035180,M,M2
1382035280,F,F3
1382035386,M,T
1382035398,F,F3
1382035407,M,M2
1382035482,M,M2
1382035777,M,M2
1382035832,F,T
1382035848,M,T
1382035855,F,F2
1382035980,F,F2
1382036060,M,M1
1382036064,F,T
1382036232,F,T
1382036238,F,F2
1382036269,M,T
1382036309,F,F3
1382036556,M,M2
1382036780,F,F3
1382036793,F,F2
1382037060,F,F1
1382037122,F,F2
1382037255,F,F2
1382037387,F,F1
1382037769,M,M1
1382037849,F,T
1382037942,F,T
1382038015,F,F2
1382038039,F,F2
1382038095,M,T
1382038109,F,F1
1382038230,F,F2
1382038253,F,F2
1382038268,F,F2
1382038305,F,F2
1382038433,F,F2
1382038460,F,F1
1382038465,F,T
1382038512,M,M1
1382038789,M,M2
1382038810,M,T
1382039062,F,F2
1382039149,M,M2
1382039325,M,T
1382039361,F,T
1382039365,F,F3
1382039721,F,T
1382039968,M,M2
1382040061,F,F2
1382040104,F,F2
1382040247,F,F3
1382040272,F,F1
1382040384,F,F3
1382040646,F,F3
1382040898,F,T
1382040910,M,M2
1382040970,M,M2
1382041011,F,T
1382041052,M,M2
1382041061,M,M1
1382041175,M,M1
1382041411,F,F1
1382041431,F,T
1382041478,F,F3
1382041550,M,M2
1382041565,F,F2
1382041613,F,F1
1382041710,M,M1
1382041837,F,F2
1382041860,F,F3
1382041900,M,M2
1382041959,F,F2
1382041981,M,T
1382042280,M,M2
1382042524,M,M1
1382042630,F,F3
1382042716,F,F1
1382042845,F,T
1382042884,M,M1
1382042899,F,T
1382042968,M,M2
1382043016,F,F2
1382043298,F,F1
1382043527,M,M1
1382043624,M,M3
1382044167,F,T
1382044366,F,F1
1382044410,M,M3
1382044427,F,F1
1382044511,F,F2
1382044768,M,M1
1382044816,F,F2
1382044968,M,M3
1382045009,M,M1
1382045027,F,F2
1382045121,M,M2
1382045294,F,T
1382045462,M,M3
1382045591,M,M3
1382045700,M,M2
1382045781,M,M3
1382045852,F,T
1382045932,F,F2
1382045971,F,F2
1382046012,M,M3
1382046154,F,F2
1382046182,M,M2
1382046598,M,M2
1382046727,F,F1
1382046757,F,F2
1382046877,F,F2
1382046906,M,M3
1382047262,F,F2
1382047317,M,M3
1382047569,M,M3
1382047796,F,F2
1382047895,M,M2
1382047929,F,F3
1382047995,M,T
1382047996,M,M2
1382048010,M,M3
1382048123,M,M3
1382048380,M,M1
1382048401,F,F2
1382048523,F,F2
1382048634,F,F3
1382048665,F,T
1382048825,F,T
1382048874,F,T
1382048892,F,T
1382048961,M,T
1382049098,M,M2
1382049203,M,M1
1382049285,M,M2
1382049381,F,F2
1382049423,M,M2
1382049471,M,M2
1382049544,F,F1
1382049606,M,M2
1382049616,M,M1
1382049623,M,M1
1382050213,F,F2
1382050233,M,M3
1382050492,M,M1
1382050590,M,M1
1382050788,F,F1
1382050891,F,F1
1382050897,M,M1
1382050904,F,F2
1382050977,M,M3
1382051186,F,F2
1382051189,M,T
1382051490,F,F2
1382051505,M,M2
1382051512,F,F2
1382051514,F,F3
1382051551,F,F2
1382051817,M,T
1382051935,F,F2
1382051941,F,T
1382051943,F,F1
1382052095,M,M3
1382052143,F,T
1382052274,M,M2
1382052342,F,F1
1382052429,M,M2
1382052524,F,F3
1382052620,M,T
