Num	memid	shop	good	date	price	count	category	review	web_cookie
305198	1396520816	California	110492	2014-04-23 10:26:56	7700	1	371560430	30	DCMO.Qysxszhbk
313647	1396327715	California	110231	2014-04-23 04:48:35	8200	1	397727400	44	KDDI.x3kHBCgsxVcBz1tx-zCf
355642	1397062378	California	110374	2014-04-24 16:52:58	4400	1	392187052	12	DCMO.Jx81BLNmk
247085	1398659396	California	110188	2014-04-24 04:29:56	6600	2	366385489	14	DCMO.lX5xs-Zfk
328053	1396675030	California	110116	2014-04-24 05:17:10	2300	3	392744651	34	N3204-440258BB021C9289A0
42511	1398266330	New York	110118	2014-04-23 15:18:50	1600	3	345052788	37	DCMO.QzrTsMc3k
5373	1398407929	New York	110238	2014-04-24 06:38:49	2100	3	361692193	49	DCMO.t68QsvxnK
207710	1398248582	California	110485	2014-04-23 10:23:02	3600	3	392470834	32	DCMO.VA6IE1CVk
362803	1398815053	California	110894	2014-04-24 23:44:13	1800	2	369933575	26	A1044-430258BB022B85A191
307962	1398038997	California	110316	2014-04-23 00:09:57	2000	3	349267440	10	A1044-430258BB022B85A191
43092	1396540601	New York	110401	2014-04-23 15:56:41	2200	2	349435355	1	DCMO.HNFErEgUk
51317	1396766475	New York	110794	2014-04-24 06:41:15	300	1	386874259	49	DCMO.7EBmB17Uk
369046	1398298034	California	110354	2014-04-24 00:07:14	8800	1	300803648	14	DCMO.7xYxs5ZVk
253958	1398006379	California	110890	2014-04-23 15:06:19	9100	3	305744747	43	DCMO.7xYxs5ZVk
185439	1398253335	California	110498	2014-04-23 11:42:15	8700	1	370570251	12	N3204-440258BB021C928A2F
179119	1398421391	California	110402	2014-04-24 10:23:11	800	2	343953971	4	A1043-430258BB022B567AED
331633	1396980352	California	110394	2014-04-24 18:05:52	2200	3	376193336	46	N3204-440258BB021C067394
334266	1398247812	New York	110601	2014-04-23 10:10:12	5800	1	304942791	19	SBNK.6NkIYc7nxTZ1vCsxT5Y
18509	1396915025	New York	110121	2014-04-23 23:57:05	9500	2	376319595	35	DCMO.rVxxBzbxk
161857	1396962235	California	110526	2014-04-24 13:03:55	5100	2	333041793	44	N3204-440258BB021BFE8E5B
400167	1396926852	New York	110805	2014-04-24 03:14:12	4600	3	313879517	16	DCMO.HdPTscZZk
401764	1396445632	California	110814	2014-04-24 13:33:52	5500	1	352795278	17	DCMO.xxy1BLZhk
45600	1396666517	New York	110337	2014-04-24 02:55:17	6000	1	352109248	30	SBNK.xNdAXTGEc5ltg1Xm_mr
10296	1396700697	California	110506	2014-04-24 12:24:57	5700	2	372405102	34	DCMO.xxgqECdWk
209290	1398327738	California	110536	2014-04-24 08:22:18	4800	1	373322371	41	KDDI.x2kIERfcxVLrAMcS-ARg
56812	1397968990	California	110129	2014-04-23 04:43:10	7900	3	347123908	2	KDDI.x2kIEAfy35XEAfxC-7zT
47334	1398536840	New York	110669	2014-04-24 18:27:20	10000	1	391586270	2	KDDI.x2kIrAfcxgxsR1Jx-7T1
224066	1396397377	New York	110411	2014-04-24 00:09:37	4100	1	326407938	36	KDDI.x2kIERfc6kLrQMx6-ARg
406943	1398088878	New York	110814	2014-04-23 14:01:18	3000	3	327337124	29	KDDI.x3kHERfJ6DHBRfc6-z-f
324873	1398560423	New York	110364	2014-04-23 01:00:23	3900	1	391965351	50	KDDI.x3kHERfJ6DHBRfc6-z-f
75692	1398353720	New York	110269	2014-04-24 15:35:20	3400	2	355561336	44	SBNK.6ZDsrxzyZFnhQ2h8X8A
157408	1398707048	California	110657	2014-04-24 17:44:08	4400	3	359338658	14	DCMO.kdQxsAx4k
285421	1396756210	New York	110539	2014-04-24 03:50:10	100	2	315357452	48	DCMO.kdQxsAx4k
286374	1396861018	New York	110452	2014-04-23 08:56:58	6900	3	379748628	33	N3205-440258BB021B2FA410
218939	1398607691	California	110340	2014-04-23 14:08:11	2300	1	393844136	21	N3205-440258BB021B2FA410
343244	1398511013	California	110747	2014-04-24 11:16:53	4900	3	370146649	6	N3205-440258BB021C8C2B54
367672	1398633213	New York	110681	2014-04-23 21:13:33	6100	1	395746343	1	DCMO.ly7RsyJQk
38575	1398125307	New York	110796	2014-04-24 00:08:27	7700	2	370234592	50	DCMO.t6NxrEvpk
24372	1398082258	New York	110579	2014-04-23 12:10:58	1200	1	312015302	27	N3205.440258BB021C7CDE89
43111	1398434660	New York	110645	2014-04-24 14:04:20	6400	2	337239319	23	N3205-440258BB021C7D644B
221363	1396416942	California	110584	2014-04-24 05:35:42	9400	3	354049719	45	N3205-440258BB021C7D644B
56313	1396448734	California	110658	2014-04-24 14:25:34	5800	2	309160977	39	DCMO.kyQxrQhsK
354739	1396558286	New York	110164	2014-04-23 20:51:26	3200	2	318023103	42	DCMO.t68qE1-ck
278158	1396835944	California	110700	2014-04-23 01:59:04	4900	1	392250159	17	N3205-440258BB021C8DAE5C
128012	1396855779	California	110559	2014-04-23 07:29:39	3200	1	334910242	42	N3204-440258BB021C928DED
380711	1398339086	California	110857	2014-04-24 11:31:26	5200	2	367128517	42	N3204-440258BB021C928DF3
237433	1396916622	New York	110289	2014-04-24 00:23:42	2600	1	357170195	45	KDDI.x2kIrAfy3DIx3gy2--Cf
38069	1398472383	New York	110241	2014-04-24 00:33:03	700	1	389945682	1	N3204-440258BB021C928E4F
90565	1397001029	New York	110191	2014-04-24 23:50:29	6500	3	303865703	16	N3204-440258BB021C928EDD
362837	1398457435	New York	110705	2014-04-24 20:23:55	4700	1	395762027	17	DCMO.t6bxBA0rk
256522	1396480688	New York	110620	2014-04-24 23:18:08	5600	1	341138047	36	DCMO.7h3rE16xk
49089	1398106544	California	110895	2014-04-23 18:55:44	9500	3	300546213	18	DCMO.rDNms1ztk
334298	1396905558	New York	110732	2014-04-23 21:19:18	6100	3	314864362	9	DCMO.kZrqBnNxk
87809	1398640820	California	110692	2014-04-23 23:20:20	3900	3	334401734	3	N3205-440258BB021C82400E
252798	1398610129	California	110682	2014-04-23 14:48:49	4600	3	393592016	41	KDDI.x2kIrAfcBgMEA1c6-qzg
295377	1396581806	California	110667	2014-04-24 03:23:26	6900	2	333774696	1	KDDI.x2kIrAfyCAIszgx6-zzT
373896	1398357732	California	110736	2014-04-24 16:42:12	2900	3	352578966	4	KDDI.x2kIrAfyCAIszgx6-zzT
216223	1398546308	California	110145	2014-04-24 21:05:08	9300	1	355286805	12	DCMO.tG8MEc9gk
357617	1398366186	California	110845	2014-04-24 19:03:06	600	1	348673597	19	DCMO.HbmqERG3k
155616	1398367331	New York	110180	2014-04-24 19:22:11	4300	3	362362093	37	KDDI.x3kXBRfsxWIBRhJG-zR1
94934	1396355514	California	110800	2014-04-23 12:31:54	2900	2	341153396	23	DCMO.HN8RsWxCk
65633	1396337666	California	110619	2014-04-23 07:34:26	1300	1	342784564	13	DCMO.tC8QE_zYk
54153	1398518732	California	110162	2014-04-24 13:25:32	8700	3	318224118	0	DCMO.kdTDrObkk
368072	1396489993	New York	110800	2014-04-23 01:53:13	2200	3	327771181	28	N3204-440258BB021C9290CD
117950	1398587171	New York	110148	2014-04-23 08:26:11	200	3	364594404	19	DCMO.tBxRrhZ2k
91005	1398528663	New York	110771	2014-04-24 16:11:03	600	3	386558022	12	N3205-440258BB021C8FA8E7
114544	1396999699	New York	110428	2014-04-24 23:28:19	1700	1	361480510	20	SBNK.bNWx3Wn3NQ89DtkbzrV
123796	1397056279	New York	110879	2014-04-24 15:11:19	1400	2	336335802	21	DCMO.HdIxrTfxk
349224	1398624661	California	110822	2014-04-23 18:51:01	1000	1	339729860	37	N3204-440258BB021BEB606B
35656	1398449335	California	110816	2014-04-24 18:08:55	400	2	300125803	34	DCMO.RbDRsy6vk
369695	1398285753	California	110454	2014-04-23 20:42:33	9600	1	340348781	42	DCMO.kw3TBMXrk
374005	1396745304	New York	110822	2014-04-24 00:48:24	2200	2	379022987	34	DCMO.xxDrrRsXk
179380	1396470209	New York	110293	2014-04-24 20:23:29	6700	1	381713362	11	DCMO.kcQRr_9Wk
96162	1398585591	California	110504	2014-04-23 07:59:51	5600	1	376065431	14	KDDI.x2kIERfy2kcBCgx3-z-g
155678	1398347172	New York	110193	2014-04-24 13:46:12	5900	1	359362850	8	KDDI.x2kIERfy2kcBCgx3-z-g
302262	1398433765	California	110331	2014-04-24 13:49:25	6600	2	311601428	30	DCMO.7pEFEcxEk
13926	1396997373	New York	110206	2014-04-24 22:49:33	6600	3	385273958	8	DCMO.7pEFEcxEk
7270	1398251270	California	110223	2014-04-23 11:07:50	3000	3	322081758	17	KDDI.x2kIrAfy2gLE3gxx-z9h
61646	1398710627	New York	110194	2014-04-24 18:43:47	100	2	321865753	42	KDDI.x3kHERfJ6qXrChtJ-ARh
24751	1396637097	California	110194	2014-04-24 18:44:57	8500	2	363853193	43	KDDI.x2kIEAfyBxLBAftJ-7Rh
154910	1396981478	California	110693	2014-04-24 18:24:38	5200	3	300043327	17	DCMO.xJAREhycK
285190	1398453264	California	110328	2014-04-24 19:14:24	10000	1	335680002	30	DCMO.7EYREJxbk
129557	1396673470	California	110137	2014-04-24 04:51:10	5500	1	336874761	43	N3205-440258BB021C8FABBF
375038	1398760575	California	110808	2014-04-24 08:36:15	600	3	364199484	14	KDDI.x3kIBCfyx5ItAgc3-qAg
260792	1398743484	California	110316	2014-04-24 03:51:24	900	2	305564752	43	DCMO.HwPRrhCxk
149660	1398743568	California	110401	2014-04-24 03:52:48	4100	1	331387820	7	SBNK.6NDTRx94ZH9GsBcAc9R
327820	1397992891	California	110657	2014-04-23 11:21:31	5000	2	341695964	42	N3204-440258BB021C415560
111267	1396493827	California	110555	2014-04-23 02:57:07	9300	1	323693598	10	A1043-430258BB022A9052A2
286372	1398756020	California	110201	2014-04-24 07:20:20	1000	1	334261447	8	KDDI.x2kIEAfyS5XsRfs3-q-f
313589	1398416726	California	110554	2014-04-24 09:05:26	9600	2	304132971	46	N3205-440258BB021C8FAC81
131685	1396532297	New York	110897	2014-04-23 13:38:17	2800	3	315476851	28	N3204-440258BB021AA5BA36
252993	1398610832	New York	110551	2014-04-23 15:00:32	2000	1	360968061	49	SBNK.xNyRCp7xmbXRh1xyUAr
226743	1398419478	New York	110715	2014-04-24 09:51:18	800	3	316838914	49	DCMO.QNrFsxz6k
255545	1396691806	New York	110661	2014-04-24 09:56:46	9200	1	381722742	33	N3204-440258BB021C819933
265761	1397998171	New York	110348	2014-04-23 12:49:31	4700	3	377447544	28	DCMO.x3zQE02yk
114451	1398518313	New York	110203	2014-04-24 13:18:33	1700	1	388176215	41	DCMO.x6AqBCfsk
257970	1398639938	California	110112	2014-04-23 23:05:38	4100	1	330347967	24	DCMO.rWxxs-Lhk
335647	1398490772	New York	110633	2014-04-24 05:39:32	2800	1	355641154	36	DCMO.kZTREJNIk
117514	1397000400	New York	110441	2014-04-24 23:40:00	3300	3	386559814	43	DCMO.QzE8rhS0k
349757	1396746730	California	110133	2014-04-24 01:12:10	8600	1	317470805	7	DCMO.tTtxs5Bxk
85138	1398017248	California	110694	2014-04-23 18:07:28	5000	2	303336317	0	SBNK.xZ7R8c6NMT-GJ7JDxbr
61984	1398084525	New York	110315	2014-04-23 12:48:45	5200	1	331292114	13	N3204-440258BB021C92971B
199430	1396878791	California	110760	2014-04-23 13:53:11	3500	1	325036119	33	KDDI.x3kcBRftxWXEz1nG-z15
236105	1396381538	California	110268	2014-04-23 19:45:38	5000	3	390048924	0	KDDI.x3kXEChxxqLBRhx3-zzh
151269	1397011281	California	110432	2014-04-24 02:41:21	3200	3	334413219	19	DCMO.JYFTsLcxk
30181	1396731321	California	110422	2014-04-24 20:55:21	500	1	368884330	37	N3204-440258BB021C9297CC
110375	1396602158	New York	110693	2014-04-24 09:02:38	4900	3	359665783	30	N3205-440258BB021C8B348C
209643	1398801812	New York	110704	2014-04-24 20:03:32	7200	3	363954283	44	DCMO.HN8HrhCbk
121098	1396348099	California	110148	2014-04-23 10:28:19	700	3	388818212	6	A1043-430258BB022B25E521
147675	1396552764	New York	110442	2014-04-23 19:19:24	8400	3	397431017	8	DCMO.JpmTBLdsk
55631	1396360274	New York	110496	2014-04-23 13:51:14	4800	1	323815951	29	DCMO.JpmTBLdsk
273023	1396626827	California	110197	2014-04-24 15:53:47	4400	2	386746520	6	DCMO.7YTEsDxcK
196103	1396614378	California	110355	2014-04-24 12:26:18	8600	1	322729404	8	KDDI.x3kXBRhvxkbrzMyS-q-5
309214	1398079253	New York	110225	2014-04-23 11:20:53	1000	3	380934069	40	DCMO.7EETBMBmk
135693	1398695994	New York	110790	2014-04-24 14:39:54	9600	3	349833955	34	DCMO.7EETBMBmk
380093	1396320915	New York	110772	2014-04-23 02:55:15	1800	1	393661307	40	KDDI.x3kxERfcxkMrRgv6-A1f
143256	1398227046	New York	110366	2014-04-23 04:24:06	3300	3	324862932	18	N3204-440258BB021C92992F
147332	1398420184	New York	110276	2014-04-24 10:03:04	9700	1	318919378	15	N3205-440258BB021C8FB171
340719	1396798051	New York	110588	2014-04-24 15:27:31	7200	3	305820953	4	AWS1SV01.430258BB0220B2C8CB
78939	1398120240	California	110653	2014-04-23 22:44:00	1300	1	383657983	8	N3205-440258BB021C8FB1A1
314932	1396465120	California	110241	2014-04-24 18:58:40	3500	1	372282650	21	N3205-440258BB021C8FB1A1
204037	1396885218	California	110347	2014-04-23 15:40:18	5300	3	344326384	18	KDDI.x2kIrAfy3ALEz1xG-ARh
98458	1398146594	California	110572	2014-04-24 06:03:14	5300	3	343499655	43	DCMO.kdT5sMfXk
368858	1397026072	California	110757	2014-04-24 06:47:52	6200	2	346535482	44	DCMO.VHOrrC9Vk
142050	1396929840	New York	110584	2014-04-24 04:04:00	1400	1	333455205	26	N3204-440258BB021C929A57
392767	1398119944	New York	110419	2014-04-23 22:39:04	8100	3	344877487	10	DCMO.VWQ8r0xJk
40975	1396847045	New York	110613	2014-04-23 05:04:05	2000	3	358804654	3	KDDI.x3kHERfJ6qMER17G-ACg
394178	1396593123	California	110813	2014-04-24 06:32:03	8200	2	374490322	12	N3205-440258BB021ABEB5DE
351884	1398465690	New York	110389	2014-04-24 22:41:30	7400	3	300085881	21	DCMO.QwQxrstck
324800	1396884974	California	110442	2014-04-23 15:36:14	8800	2	350060490	23	KDDI.x3kIBCfvxxXsAMcG-z9f
103387	1398253291	California	110618	2014-04-23 11:41:31	8500	2	344381796	15	DCMO.QdOQr0Gsk
213771	1398521712	New York	110294	2014-04-24 14:15:12	6100	3	369207936	47	DCMO.JQLrs9xkk
385808	1398270543	California	110294	2014-04-23 16:29:03	5900	2	357305452	48	DCMO.JQLrs9xkk
100931	1398065920	California	110733	2014-04-23 07:38:40	2700	2	341437846	36	DCMO.Qb3EsD77K
107921	1396820429	New York	110506	2014-04-24 21:40:29	9000	2	349633484	26	N3204-440258BB021C929BD0
89852	1396706392	California	110111	2014-04-24 13:59:52	6700	1	363051462	13	DCMO.VxQTscBHk
180045	1398124580	New York	110573	2014-04-23 23:56:20	8500	2	351390134	2	N3204-440258BB021AF22975
173808	1398437768	New York	110372	2014-04-24 14:56:08	3000	3	355641316	19	DCMO.xG55Bcxtk
5122	1398343613	New York	110237	2014-04-24 12:46:53	6600	1	332100735	35	DCMO.JEx5ELcSk
17769	1396473141	New York	110515	2014-04-24 21:12:21	100	2	355615584	32	N3204-440258BB021C929CAB
303193	1398068160	California	110563	2014-04-23 08:16:00	4700	1	313458773	1	N3205-440258BB021C8FB473
40343	1396489909	California	110698	2014-04-23 01:51:49	5300	2	384762785	9	DCMO.xBZDEOCNk
324968	1397038562	California	110762	2014-04-24 10:16:02	7300	1	320675152	16	KDDI.x3kIBCfyxAImQfy6-7zT
292812	1396393824	California	110159	2014-04-23 23:10:24	4500	3	366958665	14	KDDI.x2kIERfyBWIECfcG-A1g
211684	1398086624	New York	110848	2014-04-23 13:23:44	1400	2	352192089	50	N3205-440258BB021C8DBB38
85874	1396322178	New York	110384	2014-04-23 03:16:18	8500	1	316082855	36	A1044-430258BB022AD7BB75
362187	1398609418	California	110489	2014-04-23 14:36:58	400	2	356714134	20	DCMO.lbzrEntVk
397851	1396493321	New York	110361	2014-04-23 02:48:41	7600	3	376257743	40	DCMO.lbzrEntVk
309872	1398541560	New York	110525	2014-04-24 19:46:00	2500	3	368566334	34	DCMO.JrwTBcNSk
21600	1396611229	California	110553	2014-04-24 11:33:49	9400	3	325273456	28	N3205-440258BB021C037697
387426	1398008812	California	110549	2014-04-23 15:46:52	2800	2	349608211	40	DCMO.J4NEsz1mk
281188	1397005095	California	110366	2014-04-24 00:58:15	8500	2	389919271	25	KDDI.x2kIrAfcSZbBAMy2--Ch
101115	1398066296	California	110131	2014-04-23 07:44:56	9300	3	367597421	9	DCMO.7f6HsyLqk
187975	1398613619	New York	110416	2014-04-23 15:46:59	2000	2	323389682	22	DCMO.7f6HsyLqk
391167	1396634371	New York	110369	2014-04-24 17:59:31	8900	3	302518861	34	N3204-440258BB021C929ED7
132509	1396589197	New York	110882	2014-04-24 05:26:37	9200	1	319585166	31	N3204-440258BB021C929EF6
84132	1398320377	California	110751	2014-04-24 06:19:37	4900	3	326356884	28	DCMO.lN7REJSpk
190473	1397980014	California	110555	2014-04-23 07:46:54	9300	2	365402350	28	N3205-440258BB021C8FB6AB
376797	1396902206	California	110794	2014-04-23 20:23:26	5300	3	370365240	22	DCMO.VAQ5sxnsk
231014	1396387245	New York	110356	2014-04-23 21:20:45	1500	3	389537630	16	DCMO.lwAmrCsGk
313303	1398178287	New York	110469	2014-04-24 14:51:27	2200	2	334308514	9	KDDI.x2kIERfy6VHxz1xJ-A1g
172939	1398161194	California	110564	2014-04-24 10:06:34	8800	3	339173760	41	KDDI.x2kIrAfc6xIE3fsx-z5h
395362	1398643087	California	110719	2014-04-23 23:58:07	7200	1	343346725	46	KDDI.x2kIEAfy2gLrQfJ6-7zT
295707	1396630030	California	110130	2014-04-24 16:47:10	2600	2	381760711	29	KDDI.x2kIEAfy2gLrQfJ6-7zT
23761	1398740459	California	110640	2014-04-24 03:00:59	700	1	316385103	41	N3204-440258BB021B1006FC
160450	1398531198	New York	110225	2014-04-24 16:53:18	3800	3	361081934	3	KDDI.x3kIECfyxkbECgvS-zzg
2879	1396889518	California	110663	2014-04-23 16:51:58	3500	2	384968723	23	N3204-440258BB021B9620D3
109726	1398788533	California	110492	2014-04-24 16:22:13	2800	3	383143866	28	DCMO.xxgEEOg_k
98180	1398790903	California	110527	2014-04-24 17:01:43	6200	2	387605172	22	DCMO.kcQxs-Mxk
148996	1396386644	New York	110505	2014-04-23 21:10:44	2800	1	357297500	32	DCMO.kcQxs-Mxk
250257	1398185994	New York	110406	2014-04-24 16:59:54	4600	1	368191421	29	A1044-430258BB022A9C10C3
324741	1396854315	California	110542	2014-04-23 07:05:15	2800	2	379704938	9	DCMO.tSMHsvBQk
393203	1398785040	California	110580	2014-04-24 15:24:00	4700	2	321194512	14	N3204-440258BB021C92A0C9
72471	1397982648	New York	110320	2014-04-23 08:30:48	2900	3	329964916	26	N3204-440258BB021C92A0C9
300791	1398619861	New York	110251	2014-04-23 17:31:01	6500	3	365427146	29	KDDI.x3kHERfJxgXrRgc2-A9f
242223	1396942318	California	110884	2014-04-24 07:31:58	10000	2	393593730	30	A1043-430258BB022929FA22
202230	1398157013	New York	110182	2014-04-24 08:56:53	5900	3	304531393	7	N3205-440258BB021C8FB8E5
177389	1398230462	California	110525	2014-04-23 05:21:02	8000	3	363784779	34	DCMO.QdU8r02Rk
265882	1396945802	California	110279	2014-04-24 08:30:02	2900	2	333132401	27	N3205-440258BB021C8FB90E
229831	1396494107	California	110107	2014-04-23 03:01:47	3400	3	319837432	0	A1043-430258BB022BD0E195
24824	1396424914	New York	110664	2014-04-24 07:48:34	7500	3	309608786	14	N3204-440258BB021C9142B6
102571	1398040021	California	110357	2014-04-23 00:27:01	800	2	326248611	32	KDDI.x3kMBRhsxgIEz1nC-73h
276854	1396518182	California	110119	2014-04-23 09:43:02	2400	2	325780388	49	DCMO.HZxxs79xk
227863	1398460154	New York	110392	2014-04-24 21:09:14	9100	1	366215287	49	DCMO.ldD5BL0xK
314265	1396946618	New York	110827	2014-04-24 08:43:38	6300	2	322213280	34	N3204-440258BB021C91CA96
170297	1398092387	California	110823	2014-04-23 14:59:47	4900	2	323609754	50	N3204-440258BB021C91CA96
128014	1397026802	New York	110686	2014-04-24 07:00:02	1900	3	313063422	2	N3204-440258BB021C92A248
23101	1398686406	New York	110103	2014-04-24 12:00:06	4700	2	377376466	35	N3204-440258BB021C92A248
367671	1398778423	California	110840	2014-04-24 13:33:43	4900	3	372150749	48	KDDI.x3kLERfxxgLsR1v2-z5g
321405	1398031777	California	110703	2014-04-23 22:09:37	6600	1	323355178	26	KDDI.x2kIrAfcSDbr3Mx2-zAg
258243	1397061839	California	110421	2014-04-24 16:43:59	6300	3	381885500	20	N3205-440258BB021C8F4E7E
43142	1398756591	California	110623	2014-04-24 07:29:51	2300	1	300894414	44	N3205-440258BB021C8F4E7E
201909	1397002283	New York	110887	2014-04-24 00:11:23	9700	2	319191141	10	DCMO.lN5Ds-NVk
307478	1398798157	New York	110882	2014-04-24 19:02:37	8200	3	351933841	6	N3205-440258BB021C6E7C11
6995	1398433083	California	110741	2014-04-24 13:38:03	2300	3	391282115	14	N3205-440258BB021C8FBAC6
89212	1396791219	California	110268	2014-04-24 13:33:39	2700	1	348831028	25	A1043-430258BB0229B313D2
177896	1398531555	California	110183	2014-04-24 16:59:15	7300	2	337077888	48	DCMO.7_QmEChxK
387995	1398779495	California	110462	2014-04-24 13:51:35	8900	3	367874361	30	N3204-440258BB021C92A3CE
288932	1396687272	California	110463	2014-04-24 08:41:12	300	1	339117814	2	AWS1SV01.430258BB021C235C2E
262078	1396813773	California	110267	2014-04-24 19:49:33	2000	2	367555682	44	DCMO.kwrqsn6xk
6839	1398310321	New York	110847	2014-04-24 03:32:01	4500	3	347267249	22	DCMO.rVHmEnMhk
202923	1396575383	New York	110705	2014-04-24 01:36:23	700	2	345400323	45	N3204-440258BB021C92A4E8
320736	1396440744	New York	110177	2014-04-24 12:12:24	4500	3	397202178	0	DCMO.HXtTsxJJK
48736	1398446324	New York	110185	2014-04-24 17:18:44	9700	1	316566799	49	DCMO.VM_IBCgSk
132485	1396600824	New York	110205	2014-04-24 08:40:24	7800	2	363577532	35	N3205-440258BB021C8FBC66
20673	1398377980	California	110115	2014-04-24 22:19:40	6100	3	348255790	36	N3205-440258BB021C566E63
200159	1397018373	New York	110687	2014-04-24 04:39:33	10000	1	365528346	18	N3204-440258BB021C92A56F
248803	1398811871	New York	110567	2014-04-24 22:51:11	8800	1	383393884	24	KDDI.x2kIrAfyCVcrzfvJ-7Th
132460	1398185828	New York	110584	2014-04-24 16:57:08	1700	2	335488651	22	A1044-430258BB022C2A03DA
93543	1396475199	California	110188	2014-04-24 21:46:39	2900	2	380206925	30	DCMO.VxTFBLbJK
27707	1398176777	New York	110657	2014-04-24 14:26:17	4100	3	327225741	47	N3205-440258BB021C8FBCEC
96276	1396904975	New York	110655	2014-04-23 21:09:35	5800	3	377299725	43	N3205-440258BB021C8FBCEC
288479	1396833521	New York	110886	2014-04-23 01:18:41	7800	3	304052241	16	SBNK.bZqbRcvNMM7GT-YdV8Y
141467	1398699974	New York	110288	2014-04-24 15:46:14	2700	3	398640023	44	N3204-440258BB021C92A5FD
307812	1398567545	New York	110228	2014-04-23 02:59:05	2000	3	331320416	2	N3204-440258BB021C92A5FD
211070	1396991729	New York	110861	2014-04-24 21:15:29	7500	3	340469354	18	N3205-440258BB021ABFDAA5
52392	1398734565	California	110695	2014-04-24 01:22:45	1500	1	370944259	22	N3205-440258BB021C8FBD74
9147	1396680287	California	110204	2014-04-24 06:44:47	500	1	340387531	33	N3205-440258BB021C8FBD74
113053	1396835251	New York	110140	2014-04-23 01:47:31	3700	3	371196744	24	KDDI.x2kIERfyGqIxRhxJ-A1g
240261	1398043378	California	110189	2014-04-23 01:22:58	4500	1	338368908	24	N3204-440258BB021C92A66D
129951	1397985632	California	110147	2014-04-23 09:20:32	1900	1	346151487	12	N3205-440258BB021B07465F
117868	1396791393	New York	110257	2014-04-24 13:36:33	200	3	332379661	30	N3205-440258BB021C8FBDB0
337692	1398049702	New York	110408	2014-04-23 03:08:22	2300	1	370316517	47	N3205-440258BB021C8FBDB0
363301	1396948198	New York	110276	2014-04-24 09:09:58	6700	3	383831395	8	DCMO.HNx1sLclk
160685	1398074251	California	110447	2014-04-23 09:57:31	5800	1	391144221	42	SBNK.BNVXxpdmdMELhyQNxOQ
320988	1396343292	California	110240	2014-04-23 09:08:12	1200	3	364970983	41	SBNK.BNVXxpdmdMELhyQNxOQ
24676	1398084567	New York	110132	2014-04-23 12:49:27	1900	2	325266231	47	KDDI.x3kIBCfJxgMBAfx3-qzg
149132	1396314647	California	110747	2014-04-23 01:10:47	2100	1	329107398	7	DCMO.7Q6xETXhk
207302	1398085623	California	110154	2014-04-23 13:07:03	8600	3	371978358	31	N3205-440258BB021C8FBF5E
2678	1398668597	California	110784	2014-04-24 07:03:17	6400	1	316327868	9	DCMO.x658sgyJK
118329	1398174778	California	110658	2014-04-24 13:52:58	6000	1	378296604	10	KDDI.x2kIEAfy2AHrRfnJ-7zT
372381	1396936714	New York	110259	2014-04-24 05:58:34	7600	2	394956488	40	N3204-440258BB021C90C306
394924	1396511982	California	110692	2014-04-23 07:59:42	3800	2	344591931	21	DCMO.7Y0xBAnxk
187150	1396428471	New York	110405	2014-04-24 08:47:51	5700	2	348803283	22	DCMO.7Y0xBAnxk
329647	1396529745	New York	110211	2014-04-23 12:55:45	4400	2	389650207	48	DCMO.7Y0xBAnxk
27131	1398646784	New York	110718	2014-04-24 00:59:44	3800	1	320574061	47	DCMO.7Y0xBAnxk
209030	1396902755	New York	110591	2014-04-23 20:32:35	9000	3	317864745	26	A1043.430258BB022BCA6D8B
61832	1398549588	New York	110363	2014-04-24 21:59:48	6500	3	368688913	49	DCMO.kbTxsDvHk
27907	1396894195	New York	110251	2014-04-23 18:09:55	9700	1	368361521	18	KDDI.x3kIBCf7x5IxQ1nG-z5g
241128	1396843753	New York	110194	2014-04-23 04:09:13	8500	3	374234074	1	SBNK.xNyBfnsq5mPfcNpxElY
180772	1396455277	New York	110467	2014-04-24 16:14:37	2500	2	376274964	24	A1043-430258BB022C395AF1
296177	1396422306	New York	110366	2014-04-24 07:05:06	1400	1	310016785	37	DCMO.7R3xBzMxk
338584	1398171323	California	110816	2014-04-24 12:55:23	300	2	302836487	32	DCMO.lx7rrR9Ek
369812	1396483947	California	110191	2014-04-23 00:12:27	1700	1	310687842	28	N3204-440258BB021C92ABAC
203863	1398359567	New York	110495	2014-04-24 17:12:47	8600	3	393521452	11	N3204-440258BB021C92ABDE
260670	1396846830	California	110777	2014-04-23 05:00:30	6400	2	362409245	14	DCMO.7Y6rBnx4k
227829	1398210693	New York	110864	2014-04-24 23:51:33	1300	2	372885342	0	KDDI.x3kxERhJxgHrzMcS-zzg
51195	1398250647	California	110125	2014-04-23 10:57:27	8900	3	314894844	36	N3205-440258BB021C8FC343
152817	1397060944	New York	110661	2014-04-24 16:29:04	6700	1	374885251	42	KDDI.x3kbERf7x5MEQhxx-z5h
207662	1396778724	New York	110431	2014-04-24 10:05:24	200	3	377123701	15	KDDI.x3kbERf7x5MEQhxx-z5h
164172	1396885691	California	110580	2014-04-23 15:48:11	7100	1	391802477	42	N3205-440258BB021C8F8447
51112	1398301708	California	110128	2014-04-24 01:08:28	8200	1	300000680	35	KDDI.x2kIrAfyxqImQhy3--1g
160200	1396831704	New York	110734	2014-04-23 00:48:24	400	2	371936059	12	KDDI.x2kIrAfyxqImQhy3--1g
30080	1396358994	California	110691	2014-04-23 13:29:54	3600	1	342027597	20	N3204-440258BB021C92ACD3
